epoch,acc,loss,val_acc,val_loss
0,0.62207641441075379,0.74337485146445448,0.6057034007949974,0.6693754980319353
1,0.68710778825612639,0.58878156348402721,0.6057034007949974,0.75668981750655084
2,0.73702222489091151,0.53157789700610214,0.6057034007949974,0.66028649906695114
3,0.75442096789904611,0.51552553012765934,0.71482888781979059,0.61204464852583274
4,0.76830193875837427,0.48772652240097808,0.73878325572938519,0.54359108640213882
5,0.77562271873178901,0.47163727871590544,0.73041822792459354,0.53887979680594378
6,0.78370410418143222,0.46181358367822362,0.67908741811382456,0.60878596015756126
7,0.78693665842022542,0.45575061718713517,0.62053229441660895,0.67194245568699706
8,0.79625402647951615,0.44702409584954295,0.76958173558739207,0.49933947753090369
9,0.79729985268221626,0.43563261846327289,0.75513305750183279,0.523682758835332
10,0.80471570944237514,0.42556165836228688,0.74866919281818112,0.58558400751520023
11,0.80946946391181629,0.42014347513516742,0.76463876409675691,0.54471881285366452
12,0.81964250207287337,0.40354491933758074,0.7243345760573906,0.61883968930733979
13,0.82087848131637153,0.39862200721494823,0.75931558069620753,0.52447838203082064
14,0.83618557662831483,0.38054589047407467,0.75057032126437573,0.54529887868424332
15,0.83371361477516925,0.36659963408856594,0.75171101523896133,0.56431782268299346
16,0.84474233507452678,0.35495465801206011,0.7600760376045459,0.62874670717652759
17,0.85158774648290281,0.34268010731408932,0.75247147010759707,0.61559211890507104
18,0.8602395896155427,0.32559923065731022,0.69429655560069214,0.67043165788904346
19,0.86033465966998812,0.31958670703647118,0.75171101659876316,0.65409952424778228
20,0.86946187523250507,0.30229406327966912,0.74904941605977682,0.64060286378679165
21,0.87459593640690314,0.28991385599034075,0.74790872911083384,0.61339822853472747
22,0.88391330360482234,0.27269082376104747,0.744106446835478,0.75875464319729535
23,0.89598784763610373,0.25336992889954396,0.73079845297925827,0.63594324620504339
24,0.9050199819803465,0.23395304061383163,0.75171100005450808,0.72118723755100378
25,0.91148509741690842,0.21643845985191451,0.74486689875787659,0.71056049450268766
26,0.91205554469544348,0.21176312338786787,0.73193914287443851,0.75049779170366293
27,0.91614378026783483,0.20017450958643379,0.7049429407591149,0.85811227084112707
28,0.92783802336308185,0.17856017324062645,0.74600759273246209,0.96888976541308847
29,0.93297207663779613,0.16121000268258032,0.74448667098360821,0.86839632434990022
30,0.9393421028203941,0.15232659238109936,0.74030416909279484,0.88414496840632917
31,0.94048300694322196,0.14542525426547867,0.753612153430402,0.92186126169596339
32,0.94438108857944225,0.13865421452003643,0.75893534884253377,0.86228034160889599
33,0.95350829306880114,0.11853522227279789,0.75855512038836459,0.9152158621146198
34,0.95617039639089785,0.10836080351518937,0.73269959026416442,1.1373269159077692
35,0.95474427014753649,0.11548219286691647,0.74030415413497519,1.208440168502213
36,0.96330102729035727,0.092076869864589836,0.74828893648807537,0.97587711593497384
37,0.95521964694094041,0.11744560550683679,0.70342202852887348,1.1183951467615569
38,0.96643850254364216,0.081692350380523596,0.7361216515642609,1.2051976157685196
39,0.97261837989029543,0.077472825494087863,0.68517107383379916,1.4899823837860455
40,0.97052673217710328,0.077849759030849855,0.74866918692570672,1.3346084691725757
41,0.96368132623163638,0.09320780441213139,0.73536118853681443,1.2851758896171366
42,0.96244534779284063,0.099242113054614708,0.74486689037243226,1.1976757294324867
43,0.9829815631244635,0.049179001506060263,0.75741442800021441,1.1097653088914123
44,0.96548774935351866,0.088692540559654878,0.73954369541356768,1.1179952218052098
45,0.96339609967957296,0.095782243940475589,0.75019009439664197,1.1133464556683152
46,0.9833618632331278,0.047507452470468073,0.73764256923370941,1.4790169535480977
47,0.98345693371825904,0.043779609560892822,0.74942963658176898,1.3338575997733344
48,0.97765735797633646,0.057458118539385712,0.74980987183494718,1.2798325775240764
49,0.97699183471575957,0.065077667234897232,0.73992393542605206,1.6502635859717887
50,0.97927363456304273,0.058877118920720013,0.71977184072646805,1.4716114852818245
51,0.97870318731850925,0.055449455353424056,0.73954370311911111,1.5546269847412979
52,0.98716486397975522,0.033248991966863838,0.76349807918751644,1.5418094831727758
53,0.98840083922240918,0.031415341906970283,0.70342204099372307,1.9756054678797268
54,0.97965393637178244,0.055436162439386219,0.71825092147058411,1.3625889830716209
55,0.98317171262910463,0.046859605443267387,0.75057031219903059,1.3300282474706382
56,0.98478799134657213,0.043255887284554734,0.7517110190917331,1.4164016672866879
57,0.98849591424107486,0.032505686619820368,0.730418231324098,1.6907635070525195
58,0.98564365968026002,0.039330863324157792,0.73346005102527456,1.6316661925370248
59,0.98117513936788647,0.055453424512338367,0.72433457991016226,1.4889237708465228
60,0.98374215934094789,0.050158170935292137,0.72129274933057141,1.6013542499832327
61,0.98583381031828476,0.037128965512826899,0.75323192633603464,1.5423845882198204
62,0.99163339155711794,0.021591654979201669,0.73992393383961663,1.6981309194528558
63,0.98488306013162785,0.044710840704565914,0.7486691733276889,1.3895004643233557
64,0.98507321690125804,0.042734423217178241,0.74866918103323232,1.6218202866528877
65,0.98355200930361653,0.051666246367481017,0.75399237281922604,1.355647673171736
66,0.99182354272783291,0.025656369181654825,0.74676804805436514,1.4409216438409493
67,0.98811561413241056,0.031999699047189842,0.727756633051448,1.5193684518110615
68,0.98687964005714179,0.043816318817296439,0.74904940586126345,1.36475595548579
69,0.99115801646378943,0.028765432915665714,0.72585549032733465,1.5674954031810109
70,0.98992204178782739,0.031464083304667337,0.7273764039173779,1.9119907812473891
71,0.98222096060636632,0.053323280850854277,0.74448666713083655,1.4228523126573163
72,0.97518540596096071,0.068463986805748361,0.73688210552636213,1.4146925587164585
73,0.99163339042373433,0.025099642706365895,0.74638780826851447,1.5726708078565705
74,0.98992204122113558,0.030195610961718491,0.75171100164094351,1.4200238497084992
75,0.98982696223562716,0.031337170929581437,0.76349808462672364,1.5345521190773852
76,0.99391519200509437,0.019154651582329249,0.71977183914003262,1.705315605315872
77,0.99324966460766728,0.023939164086572796,0.74524712562561035,1.5759893397414639
78,0.98944666272765625,0.030893149371879619,0.75779467186547056,1.6505478865293495
79,0.98830576647051072,0.032779197044596912,0.74144483972411646,1.5382923313873349
80,0.98954173831301373,0.029385153696272662,0.75057033191615641,1.5890795817393313
81,0.99486593935829215,0.015433557219463318,0.73840303112798766,1.9137107863625646
82,0.98611903594097361,0.038934308160709141,0.75437260671260242,1.2802962871558765
83,0.98878114043045551,0.0318923433461634,0.75095054767884228,1.6219757006648829
84,0.99210876888321209,0.02190564790774965,0.70684408574956448,1.6524625472696108
85,0.98203080730489012,0.05307834138817439,0.74866917196788718,1.622365562181509
86,0.99353489249712346,0.021586787764569713,0.75589351916947745,1.5046652995134941
87,0.99353489132973827,0.020575570307290746,0.73688210711279745,1.5155744058550991
88,0.99115801533040582,0.027799695048895266,0.74410644479577537,1.6070339847426904
89,0.99153831767183587,0.025107684870402644,0.74410643641033103,1.775526508179001
90,0.98878113869637863,0.033038063251471315,0.75665397789088495,1.5169142063126364
91,0.98944666556111527,0.031161705532539257,0.75057032217091024,1.6657669571416007
92,0.99467579098703474,0.015064323603234994,0.7482889441936188,1.7235165458215054
93,0.98050961380654089,0.056049028762399963,0.74562735951898673,1.4247170405696099
94,0.98954174227985647,0.029922467511905033,0.75665397925068667,1.4048045402244016
95,0.99391519253778471,0.016704373622615436,0.7490493958893838,1.7463278657129961
96,0.98849591580514429,0.035007951378226945,0.75703419659980808,1.7161259034740608
97,0.98393231164504646,0.049850080572916955,0.75171101591886225,1.7262700628418433
98,0.99077771752251032,0.025096693388936376,0.74790871098014333,1.4003774031940068
99,0.99524624226641401,0.0134832794365991,0.74030415186863885,1.5551602446081068
100,0.98725993899842091,0.035852005685646678,0.75095054155973429,1.2791300993908494
101,0.99467578988765259,0.015211907347792097,0.74866917582065884,1.6044667519544014
102,0.99477086603970188,0.01623709748283772,0.7539923698729889,1.8322920291596039
103,0.99467579158772801,0.018447725358175206,0.7406843782831054,1.7184780749984567
104,0.99486594275844309,0.017422508754137617,0.75893534362996029,1.8207665745296406
105,0.98868606371171441,0.032330325406588527,0.75969580008503146,1.5534973974010338
106,0.9898269656357781,0.028845113898601074,0.74638781733385962,1.7019349984796328
107,0.99353489136373985,0.020070501412790962,0.74524711882660144,1.589757480548815
108,0.99458071656906233,0.019056804943564137,0.76425853110991504,1.6164621708510947
109,0.98887621318235397,0.032596399663450959,0.74790871936558767,1.5349348289431728
110,0.99258414114308147,0.02312605028942721,0.75133078678479215,1.5851153289410551
111,0.98497814025051988,0.044445581656813733,0.74828895869817114,1.6643030883694783
112,0.99248906899187628,0.023688898595638982,0.74030415028220342,1.8068990213336147
113,0.99600684411581486,0.012051955063087321,0.75247145786938108,1.8821740313627875
114,0.99534131615169608,0.01778883887276448,0.75095054155973429,1.5943634043175006
115,0.99695759373577997,0.0072164206397319899,0.74486690329054916,1.7515525876795837
116,0.99429549377983251,0.018503815629842935,0.72927754188218497,1.7392114387265629
117,0.990682638537002,0.031335106576430918,0.7471482683497237,1.6645818218985438
118,0.99305951400364412,0.018240176683387999,0.74828895620520119,1.7729886131141575
119,0.9927742912144143,0.02094502055267072,0.74714826517685284,1.4622585311135412
120,0.99648221920914337,0.012391486355131261,0.75741443411932241,1.7245447386353641
121,0.99382011528635328,0.016740906127892731,0.73916347897098089,1.9020290873349845
122,0.99229891895454492,0.024585928896022881,0.73688209872735322,2.0730286342562829
123,0.99001711567310946,0.032054872386973944,0.76349807782771473,2.0245408223155787
124,0.99591176966384098,0.014769911166666356,0.74068438870825237,1.9362184298809038
125,0.99543639343712897,0.013021145829193391,0.74866917582065884,2.1096492611410045
126,0.98649933927978117,0.039808863593364323,0.74600758570681958,1.686492909496728
127,0.98545351024362204,0.042362005374877637,0.73422051563915647,1.6240963074644255
128,0.99477086887316102,0.01508156141227001,0.7520912242026383,1.8446906043549454
129,0.99591176796376557,0.010649180675219218,0.7585551212948991,1.9164075443499895
130,0.99657728629412368,0.0098535892129894623,0.75361215705654017,2.1265042344880194
131,0.99220384223580382,0.024023609997756733,0.73612164997782548,1.8606596536962705
132,0.99382011641973689,0.018546063794468354,0.75057032217091024,1.7471235727629282
133,0.99610192253463148,0.014343563862376759,0.75095055425121759,1.6031013178734725
134,0.99534131785177149,0.015383903674006017,0.74068437873637272,1.7391660535290214
135,0.99591176513030655,0.012089551603329038,0.75323192248326287,1.6520384690607455
136,0.99163339382388516,0.025668684108150291,0.7429657596599013,1.7066094861737675
137,0.99648221750906785,0.0094965413680141979,0.7593155791097721,1.9275878336946322
138,0.99610191913448054,0.01387825886530703,0.75475282156875378,1.6786599186436759
139,0.99619699185237753,0.01228514776380373,0.7403041668264585,1.7502572205583407
140,0.978322885543771,0.070307396459696914,0.75513305546213016,1.8162696089581392
141,0.99334473962633296,0.021614889498726503,0.75741443117308527,1.8717046078620301
142,0.9942954932131407,0.016075333829295758,0.74866918624580592,1.6739118407434384
143,0.99752804271439044,0.0091249621641074346,0.74828894328708428,1.7257023936442095
144,0.99733789197436118,0.01122653094107717,0.7498098734213825,2.004241723978021
145,0.99220384280249563,0.022493108568317183,0.74866918329956866,2.1865383291425813
146,0.99353489136373985,0.018664512115018742,0.74790872004548858,1.9394033399371593
147,0.98982696280231897,0.031654751188783879,0.73688211096556921,1.7402792502718734
148,0.99648221807575965,0.010471752334656307,0.75665397018534153,1.8755930594165062
149,0.99828864173033227,0.0086425038940052129,0.75247145650957925,1.7941734011182313
150,0.99914431803170711,0.0029756227159425564,0.75969578875334998,2.0276939297810253
151,0.99857386678632931,0.0041510792528416203,0.73574142152365618,2.0247855666925698
152,0.99486593922228617,0.015557832218618908,0.74600757528167261,1.6709927678561483
153,0.98364708602235762,0.052705787678227395,0.7429657598865349,1.6099567145902394
154,0.99286936623307998,0.020513704882311416,0.75323193313504355,1.8302622942870108
155,0.99439056823180638,0.015225591545469951,0.75209124527956595,2.0141263615495806
156,0.99553146718640495,0.011417018441451125,0.75019010482178894,1.8706227926247021
157,0.98393231164504646,0.049472155032730267,0.72813685153373753,1.6030927565614534
